job,marital,education,default,balance,housing,loan,campaign,pdays,previous,y,poutcome
technician,married,secondary,no,3285,yes,no,2,-1,0,yes,unknown
retired,married,secondary,no,424,no,no,1,154,3,no,failure
blue-collar,single,secondary,no,79,no,yes,1,-1,0,no,unknown
technician,divorced,tertiary,no,674,yes,no,2,-1,0,yes,unknown
services,married,secondary,no,0,yes,no,13,-1,0,yes,unknown
unemployed,married,tertiary,no,58,yes,no,4,-1,0,no,unknown
technician,married,tertiary,no,532,yes,no,1,-1,0,no,unknown
retired,married,secondary,no,4130,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,422,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,437,yes,no,21,-1,0,no,unknown
blue-collar,divorced,primary,no,-308,yes,no,1,-1,0,yes,unknown
housemaid,married,primary,no,30,yes,no,2,-1,0,no,unknown
self-employed,married,tertiary,no,137,no,no,6,-1,0,no,unknown
admin.,single,secondary,no,-247,yes,yes,1,166,1,yes,other
admin.,single,secondary,no,321,yes,no,7,-1,0,no,unknown
services,single,secondary,no,250,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,-470,yes,no,2,160,1,no,failure
blue-collar,married,secondary,no,140,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,2793,no,no,2,-1,0,no,unknown
management,married,tertiary,no,410,no,no,2,-1,0,no,unknown
retired,divorced,unknown,no,2628,no,no,7,450,2,no,failure
technician,married,secondary,no,116,no,no,2,94,2,no,success
services,married,secondary,no,0,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,878,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,2944,no,no,8,-1,0,yes,unknown
blue-collar,single,secondary,no,3975,yes,yes,1,150,1,no,other
services,married,secondary,no,96,yes,no,3,340,2,no,failure
technician,single,tertiary,no,2288,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,472,yes,no,2,-1,0,no,unknown
services,married,primary,no,65,no,no,1,-1,0,no,unknown
management,married,tertiary,no,0,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,400,yes,no,6,-1,0,no,unknown
technician,married,secondary,no,7495,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,137,no,yes,12,-1,0,no,unknown
unemployed,married,secondary,no,24,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,3450,no,no,1,183,1,yes,failure
technician,single,secondary,no,311,yes,no,2,-1,0,no,unknown
housemaid,married,secondary,no,139,no,no,2,-1,0,no,unknown
management,single,tertiary,no,0,no,no,3,-1,0,no,unknown
housemaid,married,primary,no,492,yes,no,3,-1,0,no,unknown
management,single,tertiary,no,334,yes,no,6,90,2,no,other
management,married,tertiary,no,997,no,no,1,-1,0,yes,unknown
management,single,tertiary,no,440,no,no,4,-1,0,no,unknown
technician,married,secondary,no,47,no,no,6,-1,0,no,unknown
blue-collar,married,secondary,no,1298,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,no,3355,no,no,2,500,1,no,failure
blue-collar,divorced,secondary,no,-11,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,396,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,8,no,no,3,-1,0,yes,unknown
blue-collar,married,secondary,no,1409,no,no,2,-1,0,no,unknown
management,single,tertiary,no,170,no,no,1,-1,0,yes,unknown
management,married,primary,no,2769,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,2320,yes,no,1,-1,0,no,unknown
retired,married,secondary,no,76,yes,no,7,-1,0,no,unknown
technician,single,secondary,no,2034,yes,no,1,-1,0,no,unknown
blue-collar,single,primary,no,3018,yes,no,1,-1,0,no,unknown
retired,married,secondary,no,921,no,no,2,-1,0,yes,unknown
blue-collar,married,secondary,no,483,yes,no,3,-1,0,no,unknown
self-employed,married,secondary,no,390,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,0,no,no,1,-1,0,yes,unknown
blue-collar,single,primary,no,92,no,no,2,-1,0,no,unknown
services,married,secondary,no,22196,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,2,no,no,2,-1,0,no,unknown
housemaid,married,primary,no,249,yes,no,1,-1,0,no,unknown
unemployed,single,unknown,no,3274,yes,no,1,95,1,no,failure
services,married,secondary,no,5731,yes,no,2,-1,0,no,unknown
retired,married,primary,no,206,no,no,1,-1,0,yes,unknown
technician,single,tertiary,no,2325,no,no,3,241,4,no,other
management,single,tertiary,no,0,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,1664,yes,no,1,182,1,no,success
technician,married,secondary,no,3333,no,no,4,-1,0,no,unknown
technician,married,secondary,no,7020,no,no,2,-1,0,no,unknown
admin.,married,tertiary,no,37,no,no,1,-1,0,no,unknown
student,single,secondary,no,28,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,1670,yes,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,134,no,no,1,-1,0,no,unknown
retired,married,secondary,no,603,no,yes,1,-1,0,no,unknown
admin.,married,primary,no,276,yes,yes,2,-1,0,no,unknown
technician,single,secondary,no,2157,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,161,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,3658,yes,no,1,-1,0,no,unknown
management,divorced,tertiary,yes,-402,no,yes,2,-1,0,no,unknown
blue-collar,single,primary,no,3342,yes,no,4,-1,0,no,unknown
self-employed,single,secondary,no,1732,no,no,3,-1,0,no,unknown
admin.,single,secondary,no,263,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,623,yes,no,2,349,5,no,failure
admin.,married,secondary,no,3540,yes,no,1,178,1,no,failure
admin.,married,secondary,no,95,yes,no,1,-1,0,yes,unknown
services,divorced,secondary,no,765,yes,no,3,174,7,yes,other
technician,divorced,secondary,no,-824,yes,no,3,-1,0,yes,unknown
management,single,tertiary,no,5549,no,no,6,-1,0,no,unknown
blue-collar,married,secondary,no,191,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,420,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,0,no,no,1,-1,0,no,unknown
technician,divorced,unknown,no,2706,yes,no,3,-1,0,no,unknown
technician,married,secondary,yes,4,yes,yes,8,-1,0,no,unknown
admin.,married,secondary,no,423,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,-892,yes,yes,2,-1,0,no,unknown
blue-collar,married,unknown,no,-120,yes,no,3,201,2,no,failure
admin.,divorced,secondary,no,-365,yes,no,10,-1,0,no,unknown
technician,married,tertiary,no,27069,no,yes,3,-1,0,no,unknown
management,single,tertiary,no,8038,yes,no,3,152,1,no,failure
technician,married,secondary,no,-938,yes,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,1139,yes,no,2,-1,0,no,unknown
self-employed,married,secondary,no,189,yes,no,1,120,1,no,failure
housemaid,single,tertiary,no,19,no,no,2,64,2,yes,success
technician,married,secondary,no,3663,no,no,3,-1,0,no,unknown
blue-collar,single,unknown,no,0,no,no,7,-1,0,no,unknown
blue-collar,married,secondary,yes,-614,yes,no,2,-1,0,no,unknown
technician,divorced,secondary,no,2323,yes,yes,10,-1,0,no,unknown
blue-collar,married,secondary,no,425,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,5122,no,no,1,-1,0,no,unknown
management,divorced,tertiary,no,608,no,no,2,-1,0,no,unknown
unknown,married,primary,no,341,yes,yes,4,340,2,yes,success
admin.,married,secondary,no,607,yes,no,2,364,3,yes,failure
blue-collar,married,secondary,no,1495,yes,yes,3,-1,0,no,unknown
admin.,married,secondary,no,381,no,no,2,-1,0,no,unknown
unemployed,divorced,secondary,no,385,no,no,28,-1,0,no,unknown
management,single,tertiary,no,1274,yes,no,1,84,1,no,failure
blue-collar,married,secondary,no,362,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,377,yes,no,4,272,1,no,failure
admin.,single,secondary,no,802,no,no,1,2,2,no,other
admin.,married,secondary,no,194,no,no,4,-1,0,no,unknown
technician,married,secondary,no,-315,no,yes,1,-1,0,yes,unknown
technician,married,tertiary,no,1843,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,-9,no,no,2,-1,0,no,unknown
housemaid,married,primary,no,83,no,yes,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,433,yes,no,4,-1,0,no,unknown
admin.,married,secondary,no,-107,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,4503,no,no,3,-1,0,no,unknown
services,married,secondary,no,51,yes,no,1,-1,0,no,unknown
services,married,secondary,no,961,no,yes,4,-1,0,no,unknown
retired,married,secondary,no,49,yes,yes,4,-1,0,no,unknown
technician,married,secondary,no,3470,no,no,2,-1,0,no,unknown
technician,married,secondary,no,-147,yes,no,1,-1,0,no,unknown
services,married,secondary,no,0,yes,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,0,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,172,no,no,7,-1,0,no,unknown
admin.,single,secondary,no,-407,no,yes,1,-1,0,no,unknown
management,divorced,tertiary,no,649,no,no,2,91,1,no,failure
blue-collar,single,primary,no,1040,no,no,2,-1,0,no,unknown
unemployed,married,secondary,no,142,yes,no,4,-1,0,no,unknown
services,single,secondary,no,209,yes,no,7,-1,0,no,unknown
management,married,unknown,no,3304,no,no,2,-1,0,no,unknown
student,single,tertiary,no,294,no,no,1,91,2,yes,success
housemaid,married,secondary,no,4848,yes,yes,3,-1,0,no,unknown
blue-collar,single,secondary,no,1670,yes,no,1,-1,0,no,unknown
unknown,married,secondary,no,367,no,no,5,-1,0,no,unknown
blue-collar,single,secondary,no,13683,yes,no,3,-1,0,no,unknown
admin.,single,tertiary,no,1420,no,no,2,-1,0,no,unknown
management,single,tertiary,no,340,yes,no,28,-1,0,no,unknown
technician,single,secondary,no,1679,no,no,1,-1,0,yes,unknown
management,married,tertiary,no,1198,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,169,no,no,1,106,2,no,failure
self-employed,married,tertiary,no,506,no,no,1,120,1,no,failure
entrepreneur,married,secondary,no,1249,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,678,no,yes,3,-1,0,no,unknown
management,single,tertiary,no,212,yes,no,1,-1,0,no,unknown
technician,divorced,secondary,no,23,no,no,2,-1,0,no,unknown
management,single,tertiary,no,4402,no,no,1,190,1,yes,other
services,divorced,primary,no,459,yes,no,1,293,1,yes,success
self-employed,married,secondary,no,4722,yes,no,1,-1,0,no,unknown
admin.,divorced,tertiary,no,1555,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,61,yes,no,3,-1,0,no,unknown
management,single,tertiary,no,0,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,3706,yes,no,1,-1,0,no,unknown
blue-collar,married,primary,no,1177,no,no,1,311,4,yes,success
management,married,primary,no,2096,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,748,no,no,1,-1,0,no,unknown
management,single,tertiary,no,3357,no,no,3,-1,0,no,unknown
admin.,single,secondary,no,3809,yes,no,4,-1,0,no,unknown
admin.,married,secondary,no,395,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,1011,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,420,yes,no,1,-1,0,no,unknown
admin.,married,secondary,no,76,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,0,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,844,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,1318,yes,no,2,-1,0,no,unknown
technician,married,tertiary,no,167,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,2187,yes,no,3,-1,0,yes,unknown
admin.,married,secondary,no,14440,yes,no,1,-1,0,no,unknown
management,married,secondary,no,2294,yes,no,11,-1,0,no,unknown
management,married,secondary,no,80,yes,no,3,-1,0,no,unknown
management,married,primary,no,2537,no,no,6,-1,0,no,unknown
technician,married,tertiary,no,569,no,no,12,-1,0,yes,unknown
management,single,tertiary,yes,0,no,yes,1,-1,0,no,unknown
entrepreneur,married,tertiary,no,0,yes,no,3,-1,0,no,unknown
technician,single,secondary,yes,12,no,no,2,-1,0,yes,unknown
technician,married,secondary,no,49,no,no,2,-1,0,no,unknown
housemaid,married,tertiary,no,460,no,no,1,-1,0,no,unknown
technician,married,secondary,no,613,yes,no,2,-1,0,no,unknown
entrepreneur,married,tertiary,no,7944,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,1143,yes,no,1,317,1,no,failure
retired,married,primary,no,-464,yes,no,1,190,6,no,failure
services,married,secondary,no,1989,yes,yes,2,-1,0,no,unknown
technician,married,secondary,no,17,yes,yes,1,-1,0,no,unknown
retired,married,primary,no,-1,no,no,23,-1,0,no,unknown
management,married,tertiary,no,1698,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,5306,yes,no,1,-1,0,no,unknown
housemaid,married,unknown,no,0,no,no,5,145,3,no,other
retired,divorced,secondary,no,1679,no,no,1,365,9,yes,other
admin.,married,secondary,no,3676,no,no,1,95,3,yes,success
management,married,tertiary,no,-242,yes,yes,4,332,4,yes,other
services,single,secondary,no,471,no,no,1,-1,0,no,unknown
management,married,tertiary,no,8902,yes,no,5,-1,0,no,unknown
management,single,tertiary,no,1704,no,no,1,-1,0,no,unknown
management,married,tertiary,no,3050,yes,no,1,-1,0,yes,unknown
housemaid,married,primary,no,2581,no,no,1,-1,0,no,unknown
services,married,secondary,no,162,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,243,yes,no,3,-1,0,no,unknown
student,single,secondary,no,1847,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,0,yes,no,2,-1,0,no,unknown
management,married,primary,no,3371,no,no,2,-1,0,yes,unknown
services,single,secondary,no,1757,yes,no,3,326,1,no,other
management,married,tertiary,no,171,yes,no,6,-1,0,no,unknown
entrepreneur,married,tertiary,no,157,yes,yes,1,-1,0,no,unknown
admin.,married,secondary,no,934,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,-19,no,yes,1,-1,0,no,unknown
management,single,tertiary,yes,-55,yes,no,6,-1,0,no,unknown
housemaid,married,primary,no,21,no,no,2,-1,0,no,unknown
blue-collar,single,secondary,no,14,no,no,2,-1,0,no,unknown
technician,single,secondary,no,246,yes,no,1,123,2,no,failure
blue-collar,married,primary,no,887,yes,no,2,363,1,no,failure
management,married,tertiary,no,51,no,no,2,-1,0,no,unknown
services,single,secondary,no,-287,yes,no,1,-1,0,no,unknown
services,married,secondary,no,0,yes,no,4,-1,0,no,unknown
self-employed,single,tertiary,no,2734,yes,no,4,-1,0,yes,unknown
entrepreneur,married,tertiary,no,52,no,no,8,-1,0,no,unknown
management,married,tertiary,no,2594,yes,no,3,-1,0,no,unknown
retired,divorced,primary,no,22,no,no,4,-1,0,no,unknown
technician,married,tertiary,no,1611,yes,no,2,-1,0,no,unknown
admin.,single,tertiary,no,18,yes,yes,1,-1,0,yes,unknown
blue-collar,married,primary,no,1331,yes,no,2,-1,0,no,unknown
unknown,married,unknown,no,7337,no,no,1,-1,0,no,unknown
management,single,secondary,no,835,yes,no,4,-1,0,no,unknown
retired,married,primary,no,5092,no,no,6,-1,0,no,unknown
technician,divorced,secondary,no,52,no,no,2,-1,0,no,unknown
technician,married,secondary,no,10655,no,no,3,-1,0,no,unknown
management,married,tertiary,no,1831,no,no,1,-1,0,no,unknown
self-employed,married,primary,no,92,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,586,yes,yes,2,-1,0,no,unknown
blue-collar,divorced,primary,no,1758,yes,no,1,-1,0,no,unknown
self-employed,married,secondary,no,2061,yes,yes,2,244,3,no,failure
technician,single,secondary,no,959,no,no,5,-1,0,no,unknown
retired,married,primary,no,208,no,no,1,-1,0,no,unknown
services,married,secondary,no,-315,yes,no,2,-1,0,no,unknown
management,married,tertiary,yes,-13,yes,no,6,291,2,no,other
admin.,married,tertiary,no,801,no,no,7,-1,0,no,unknown
retired,married,tertiary,no,1948,no,no,1,91,4,yes,success
management,single,tertiary,no,751,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,784,yes,yes,1,-1,0,no,unknown
blue-collar,single,secondary,no,24,no,no,1,363,1,no,failure
management,married,tertiary,no,72,yes,no,3,-1,0,no,unknown
technician,divorced,tertiary,no,1871,yes,no,1,-1,0,no,unknown
services,single,secondary,no,1378,yes,no,2,-1,0,no,unknown
blue-collar,married,primary,no,188,yes,no,3,347,5,no,failure
unknown,single,tertiary,no,6836,no,no,3,-1,0,no,unknown
services,married,secondary,no,61,yes,no,5,-1,0,no,unknown
admin.,married,secondary,no,-967,yes,no,7,-1,0,no,unknown
blue-collar,single,tertiary,no,462,yes,yes,1,-1,0,no,unknown
unknown,married,secondary,no,0,no,no,2,-1,0,no,unknown
admin.,single,secondary,no,5527,yes,no,1,-1,0,no,unknown
admin.,married,tertiary,no,1287,no,no,1,-1,0,no,unknown
management,married,tertiary,no,17361,no,no,1,-1,0,no,unknown
entrepreneur,married,unknown,no,1956,no,no,5,-1,0,no,unknown
blue-collar,divorced,secondary,no,0,yes,no,4,-1,0,yes,unknown
management,married,secondary,no,-294,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,275,no,no,6,-1,0,no,unknown
management,married,tertiary,no,724,yes,no,2,172,1,no,failure
services,married,secondary,no,27,no,no,1,-1,0,no,unknown
admin.,divorced,secondary,no,26,yes,no,1,359,1,no,failure
technician,married,secondary,no,191,no,no,1,-1,0,no,unknown
technician,divorced,secondary,no,-123,no,no,2,-1,0,no,unknown
student,single,secondary,no,-147,no,no,2,-1,0,no,unknown
technician,single,secondary,no,179,no,no,3,-1,0,no,unknown
blue-collar,married,primary,no,1086,yes,no,1,272,2,no,failure
blue-collar,married,secondary,no,471,yes,no,2,-1,0,no,unknown
entrepreneur,married,tertiary,no,105,yes,no,2,-1,0,no,unknown
entrepreneur,divorced,secondary,no,1588,yes,yes,8,-1,0,no,unknown
housemaid,divorced,secondary,no,70,no,no,3,148,1,yes,success
blue-collar,single,secondary,no,2700,no,no,4,-1,0,no,unknown
technician,married,secondary,no,1602,yes,no,1,-1,0,no,unknown
admin.,married,tertiary,no,0,yes,no,2,-1,0,no,unknown
technician,married,unknown,no,839,no,no,2,-1,0,no,unknown
admin.,married,secondary,no,21515,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,5902,yes,no,4,-1,0,no,unknown
management,married,tertiary,no,547,yes,yes,1,-1,0,no,unknown
self-employed,married,tertiary,no,3800,no,yes,1,-1,0,no,unknown
technician,single,secondary,no,261,yes,no,2,-1,0,no,unknown
technician,married,secondary,no,0,yes,yes,8,204,5,no,failure
management,married,secondary,yes,-34,no,no,1,-1,0,no,unknown
blue-collar,married,unknown,no,9328,yes,no,3,-1,0,yes,unknown
admin.,married,secondary,no,5,yes,yes,7,-1,0,no,unknown
unemployed,married,secondary,no,3529,no,no,2,-1,0,no,unknown
blue-collar,single,tertiary,no,2330,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,1334,yes,no,5,-1,0,no,unknown
self-employed,married,tertiary,no,3601,no,no,15,-1,0,no,unknown
technician,married,tertiary,no,265,no,no,3,-1,0,no,unknown
admin.,single,unknown,no,2227,no,no,2,-1,0,yes,unknown
self-employed,married,secondary,no,487,no,yes,15,-1,0,no,unknown
blue-collar,divorced,secondary,no,0,yes,no,1,173,1,no,failure
services,single,secondary,no,174,yes,no,2,-1,0,no,unknown
retired,married,secondary,no,14412,no,no,1,-1,0,no,unknown
management,married,tertiary,no,3288,no,no,2,-1,0,no,unknown
technician,single,secondary,no,57,no,no,2,-1,0,no,unknown
technician,married,secondary,no,2246,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,4441,yes,no,2,183,2,no,failure
management,divorced,tertiary,no,0,no,no,2,-1,0,no,unknown
unknown,married,tertiary,no,353,no,no,1,93,2,no,failure
blue-collar,married,secondary,no,448,yes,yes,1,-1,0,no,unknown
entrepreneur,married,primary,no,27,yes,no,3,-1,0,yes,unknown
blue-collar,divorced,secondary,no,474,no,no,2,-1,0,no,unknown
technician,single,tertiary,no,1185,yes,no,1,339,1,no,failure
services,divorced,secondary,no,282,yes,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,2,yes,no,9,309,1,no,failure
technician,single,secondary,no,60,no,no,2,-1,0,no,unknown
self-employed,single,tertiary,no,3972,no,no,3,-1,0,no,unknown
retired,married,secondary,no,26452,no,no,2,-1,0,no,unknown
admin.,divorced,secondary,no,818,yes,yes,3,-1,0,no,unknown
services,married,secondary,no,9374,yes,no,8,185,1,no,failure
technician,married,unknown,no,47,no,no,3,-1,0,no,unknown
retired,married,primary,no,279,no,no,1,-1,0,no,unknown
unemployed,married,primary,no,20,yes,no,1,-1,0,no,unknown
admin.,divorced,secondary,no,360,no,no,1,297,2,no,other
technician,single,secondary,no,1532,no,no,1,107,5,no,failure
management,single,tertiary,no,1673,no,no,2,159,3,no,other
services,married,secondary,no,2420,no,no,2,-1,0,no,unknown
blue-collar,married,secondary,no,100,yes,yes,2,-1,0,no,unknown
admin.,married,secondary,no,0,no,no,1,-1,0,no,unknown
technician,divorced,secondary,no,1533,no,yes,1,-1,0,no,unknown
admin.,single,secondary,no,296,no,no,4,-1,0,no,unknown
blue-collar,married,secondary,no,2788,yes,no,2,-1,0,yes,unknown
management,single,secondary,no,109,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,485,no,no,14,-1,0,no,unknown
technician,single,tertiary,no,125,no,no,2,-1,0,no,unknown
retired,married,secondary,no,616,no,no,2,182,1,no,failure
services,married,secondary,no,3064,yes,no,3,107,4,no,failure
technician,married,secondary,no,206,no,no,6,-1,0,no,unknown
blue-collar,single,secondary,no,6900,no,no,1,-1,0,no,unknown
services,divorced,secondary,no,-179,no,no,2,-1,0,no,unknown
services,single,secondary,no,481,yes,no,2,183,2,no,failure
admin.,married,secondary,no,12,yes,no,3,256,3,no,other
blue-collar,married,primary,no,0,no,no,5,-1,0,no,unknown
management,married,tertiary,no,176,yes,yes,1,687,2,no,failure
management,married,primary,no,4086,no,no,3,-1,0,no,unknown
technician,married,secondary,no,257,yes,no,4,-1,0,no,unknown
blue-collar,married,primary,no,53,yes,no,1,140,1,no,failure
blue-collar,divorced,secondary,no,6,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,562,no,no,4,-1,0,no,unknown
entrepreneur,married,secondary,no,-118,yes,no,3,-1,0,no,unknown
blue-collar,married,primary,no,2805,yes,no,6,353,23,no,failure
management,single,secondary,no,565,yes,no,11,-1,0,no,unknown
blue-collar,married,secondary,no,0,yes,no,1,-1,0,no,unknown
management,married,tertiary,no,1612,no,no,1,182,5,no,failure
unemployed,married,primary,no,180,yes,yes,2,-1,0,no,unknown
management,married,tertiary,no,0,yes,no,3,-1,0,no,unknown
management,single,tertiary,no,876,yes,no,2,-1,0,no,unknown
admin.,married,secondary,no,2137,no,no,7,-1,0,no,unknown
blue-collar,married,primary,no,260,yes,no,2,-1,0,no,unknown
blue-collar,married,secondary,yes,-53,yes,no,1,272,1,yes,other
management,married,tertiary,no,944,no,no,2,-1,0,yes,unknown
technician,married,secondary,no,2394,no,no,2,-1,0,no,unknown
technician,married,secondary,no,297,yes,no,3,-1,0,no,unknown
retired,single,tertiary,no,2144,no,no,1,184,4,yes,success
technician,single,tertiary,no,969,no,no,1,-1,0,no,unknown
technician,married,secondary,no,0,no,no,2,-1,0,no,unknown
entrepreneur,married,tertiary,no,37,yes,yes,1,363,2,no,failure
technician,married,secondary,no,410,no,yes,5,-1,0,no,unknown
technician,married,secondary,no,1211,yes,no,1,-1,0,no,unknown
management,single,tertiary,no,71,no,no,6,-1,0,no,unknown
management,married,tertiary,no,436,yes,no,1,345,1,no,failure
blue-collar,married,primary,no,559,yes,no,2,-1,0,no,unknown
management,married,tertiary,no,1170,no,no,4,-1,0,no,unknown
management,divorced,tertiary,no,25,no,no,2,-1,0,no,unknown
services,married,secondary,no,1325,no,no,2,-1,0,no,unknown
entrepreneur,married,secondary,no,0,no,no,7,-1,0,no,unknown
technician,single,secondary,no,647,yes,yes,1,273,1,no,other
blue-collar,married,primary,no,2142,yes,no,2,224,1,no,other
retired,divorced,primary,no,639,no,no,3,-1,0,yes,unknown
blue-collar,married,primary,no,177,yes,yes,4,-1,0,no,unknown
management,married,tertiary,no,236,no,no,1,-1,0,no,unknown
services,divorced,secondary,no,1959,yes,no,1,-1,0,no,unknown
admin.,married,primary,no,96,no,no,2,-1,0,no,unknown
self-employed,single,tertiary,no,0,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,250,yes,no,6,-1,0,no,unknown
technician,single,secondary,no,126,no,no,2,-1,0,no,unknown
retired,married,unknown,no,1621,yes,no,1,-1,0,no,unknown
student,single,secondary,no,8,no,no,2,-1,0,yes,unknown
self-employed,married,tertiary,no,189,yes,no,2,-1,0,no,unknown
retired,single,secondary,no,316,no,no,3,-1,0,no,unknown
self-employed,single,tertiary,yes,-282,yes,no,3,-1,0,no,unknown
management,married,tertiary,no,-308,yes,no,2,-1,0,no,unknown
technician,divorced,secondary,no,248,no,no,4,-1,0,no,unknown
blue-collar,divorced,primary,no,126,yes,no,2,-1,0,yes,unknown
self-employed,divorced,tertiary,no,13,yes,no,1,-1,0,yes,unknown
technician,married,secondary,no,-393,yes,yes,1,-1,0,yes,unknown
services,single,secondary,no,358,yes,no,1,356,3,no,failure
technician,single,tertiary,no,917,no,no,1,-1,0,no,unknown
admin.,divorced,secondary,no,1268,yes,no,3,-1,0,no,unknown
technician,married,secondary,no,-163,yes,yes,2,-1,0,no,unknown
management,single,tertiary,no,473,yes,no,2,361,1,no,other
management,married,tertiary,no,4831,yes,no,1,-1,0,no,unknown
technician,married,secondary,no,1063,yes,no,2,-1,0,no,unknown
management,married,secondary,no,0,yes,no,3,-1,0,no,unknown
blue-collar,married,secondary,no,424,yes,yes,2,-1,0,no,unknown
unemployed,divorced,primary,no,802,no,no,2,-1,0,no,unknown
management,married,tertiary,no,430,yes,no,16,-1,0,no,unknown
unknown,married,unknown,no,3940,no,no,2,-1,0,no,unknown
housemaid,married,secondary,no,2880,no,no,1,-1,0,no,unknown
blue-collar,divorced,secondary,no,1069,yes,no,2,-1,0,no,unknown
self-employed,divorced,primary,no,4382,yes,no,4,-1,0,no,unknown
management,married,tertiary,no,0,no,no,4,107,2,no,failure
technician,married,tertiary,no,3939,no,no,2,-1,0,no,unknown
self-employed,married,tertiary,no,753,no,no,1,-1,0,no,unknown
blue-collar,married,secondary,no,358,no,no,5,-1,0,no,unknown
blue-collar,married,primary,no,1141,yes,no,5,-1,0,no,unknown
technician,married,secondary,no,1259,no,no,5,-1,0,no,unknown
services,married,secondary,no,227,no,yes,1,-1,0,no,unknown
entrepreneur,divorced,secondary,no,538,yes,no,2,-1,0,yes,unknown
management,married,tertiary,no,92,yes,no,2,-1,0,no,unknown
technician,married,tertiary,no,8023,no,no,1,87,4,no,failure
services,single,secondary,no,2478,no,yes,1,-1,0,no,unknown
student,single,secondary,no,6844,no,no,3,127,7,no,other
technician,married,secondary,no,440,yes,no,5,-1,0,no,unknown
self-employed,married,secondary,no,800,no,yes,1,-1,0,no,unknown
unknown,single,secondary,no,914,no,no,1,-1,0,no,unknown
entrepreneur,single,secondary,no,638,no,no,6,-1,0,no,unknown
retired,married,secondary,no,159,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,483,yes,no,3,-1,0,no,unknown
unemployed,married,secondary,no,94,no,no,1,181,14,yes,success
retired,married,secondary,no,1044,no,no,1,192,2,yes,success
self-employed,single,unknown,no,0,no,no,11,-1,0,no,unknown
technician,divorced,tertiary,no,401,yes,no,1,-1,0,no,unknown
services,single,unknown,no,33,no,no,1,-1,0,no,unknown
blue-collar,married,primary,no,506,yes,yes,1,-1,0,no,unknown
management,married,tertiary,no,1881,no,no,2,-1,0,no,unknown
technician,single,unknown,no,344,yes,no,7,-1,0,no,unknown
